thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,problem,answer,end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 47
11.0,0.0,11.0,down,2.0929044999938924,,11.0,0.0,11.0,0.0,53.40507089998573,,,,,,,,54.0331548999995,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,54.10507089998573,56.20857700000052,down,2.0929044999938924,,26 - 23 = ?,3.0,56.20887619997957,56.20909519998823,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
12.0,0.0,12.0,down,1.7769719999923836,,12.0,0.0,12.0,0.0,55.588029699982144,,,,,,,,56.21592969999183,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,56.28802969998215,58.074875799985605,down,1.7769719999923836,,6 - 8 + 2 = ?,0.0,58.07522879999597,58.075422299985085,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
13.0,0.0,13.0,down,3.640391399996588,,13.0,0.0,13.0,0.0,57.45537250000052,,,,,,,,58.08277699999162,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,58.155372500000524,61.80677179999766,down,3.640391399996588,,(9 + 19) - (13 * 2) = ?,2.0,61.80708499999601,61.80727069998393,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
14.0,0.0,14.0,down,2.6721348999999464,,14.0,0.0,14.0,0.0,61.1873990999884,,,,,,,,61.81518170000636,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,61.8873990999884,66.58838059999398,down,2.6721348999999464,,18 / 4 - 7 / 2 = ?,1.0,66.605520899978,66.60608709998196,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
15.0,0.0,15.0,down,2.225031099980697,,15.0,0.0,15.0,0.0,66.00367249999545,,,,,,,,66.62235320000327,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,66.70367249999545,70.97072849997785,down,2.225031099980697,,26 / 20 - 9 / 30 + 7 = ?,8.0,70.98567799998564,70.98627589999815,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
16.0,0.0,16.0,,,,16.0,0.0,16.0,0.0,70.39628279997851,,,,,,,,71.01175880000228,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,71.09628279997851,76.03414629998151,,,,15 / 5 + 5 / 13 * 13 = ?,8.0,76.04619049998583,76.04675539997989,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
17.0,0.0,17.0,down,2.179648300021654,,17.0,0.0,17.0,0.0,75.43547409999883,,,,,,,,76.06339389998466,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,76.13547409999883,80.34901209998061,down,2.179648300021654,,14 / 21 + 3 / 18 * 2 = ?,1.0,80.36616029999568,80.36662529998576,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
18.0,0.0,18.0,down,3.826605899987044,,18.0,0.0,18.0,0.0,79.75300399999833,,,,,,,,80.37964409998968,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,80.45300399999833,86.31345259999507,down,3.826605899987044,,2 / 4 - 5 / 2 + 6 = ?,4.0,86.32593159999233,86.32694129999727,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
19.0,0.0,19.0,down,3.0829034999769647,,19.0,0.0,19.0,0.0,85.73783769999864,,,,,,,,86.35236300000106,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,86.43783769999864,91.56122679998516,down,3.0829034999769647,,10 / 25 + 24 / 15 = ?,2.0,91.57603129999481,91.57685460000648,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
20.0,0.0,20.0,down,3.858099000004586,,20.0,0.0,20.0,0.0,90.98198290000435,,,,,,,,91.59881230000174,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,91.68198290000436,95.55680149999098,down,3.858099000004586,,(4 + 17) - (6 + 10) = ?,5.0,95.55712289999356,95.55731619998114,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
21.0,0.0,21.0,down,2.55059070000425,,21.0,0.0,21.0,0.0,94.93603049998636,,,,,,,,95.56388970000552,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,95.63603049998636,100.22403639999102,down,2.55059070000425,,1 + 7 - 5 = ?,3.0,100.23637649997836,100.23723170000012,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
22.0,0.0,22.0,down,2.531076299987035,,22.0,0.0,22.0,0.0,99.64908489998196,,,,,,,,100.26092509999873,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,100.34908489998196,102.9031100000022,down,2.531076299987035,,2 + 4 = ?,6.0,102.90340480000596,102.90358929998474,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
23.0,0.0,23.0,down,1.930795099993702,,23.0,0.0,23.0,0.0,102.28360470000187,,,,,,,,102.9103941999958,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,102.98360470000188,104.93548919998577,down,1.930795099993702,,27 - 18 = ?,9.0,104.93578639997868,104.93599889999604,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
24.0,0.0,24.0,down,2.495896400010679,,24.0,0.0,24.0,0.0,104.31729769997764,,,,,,,,104.9426501000009,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,105.01729769997765,107.53438289997867,down,2.495896400010679,,1 + 6 - 2 = ?,5.0,107.53468129998072,107.53485729998211,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
25.0,0.0,25.0,right,5.837087699997937,,25.0,0.0,25.0,0.0,106.91719609999564,,,,,,,,107.54213129998534,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,107.61719609999564,115.56596490000376,right,5.837087699997937,,(5 - 3) + (8 - 3) = ?,7.0,115.58635600000271,115.5873665999854,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
26.0,0.0,26.0,,,,26.0,0.0,26.0,0.0,114.99104019999504,,,,,,,,115.6161239999812,115.69104019999504,115.69104019999504,115.69104019999504,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.69411440000404,,,,15 / 8 + 27 / 24 = ?,3.0,117.70639329999105,117.70717029999942,6,1.0,2024-11-18_15h10.51.123,mist,2024.2.4,59.88479363169743,2024-11-18 15h10.56.020849 +0800,
27.0,0.0,27.0,,,,27.0,0.0,27.0,0.0,117.11287959999754,,,,,,,,117.73030620000208,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,117.81287959999754,,,,,,,,,6,,,,,,,
